Strong
ENSG00000128274	A4GALT	A14GALT,Gb3S,P(k)	alpha 1,4-galactosyltransferase
ENSG00000175416	CLTB	Lcb	clathrin, light chain B
ENSG00000141367	CLTC	CLTCL2,Hc	clathrin, heavy chain (Hc)
ENSG00000150656	CNDP1	CN1,CPGL2,HsT2308,MGC10825	carnosine dipeptidase 1 (metallopeptidase M20 family)
ENSG00000149970	CNKSR2	CNK2,KIAA0902,KSR2	connector enhancer of kinase suppressor of Ras 2
ENSG00000130176	CNN1	Sm-Calp,SMCC	calponin 1, basic, smooth muscle
ENSG00000088038	CNOT3	KIAA0691,LENG2,NOT3,NOT3H	CCR4-NOT transcription complex, subunit 3
ENSG00000080802	CNOT4	CLONE243,NOT4,NOT4H	CCR4-NOT transcription complex, subunit 4
ENSG00000173786	CNP		2',3'-cyclic nucleotide 3' phosphodiesterase
ENSG00000162852	CNST	C1orf71,FLJ32001	consortin, connexin sorting protein
ENSG00000188986	COBRA1	KIAA1182,NELF-B	cofactor of BRCA1
ENSG00000142173	COL6A2		collagen, type VI, alpha 2
ENSG00000184374	COLEC10	CL-L1	collectin sub-family member 10 (C-type lectin)
ENSG00000110442	COMMD9	FLJ31106,HSPC166	COMM domain containing 9
ENSG00000093010	COMT		catechol-O-methyltransferase
ENSG00000129083	COPB1	COPB	coatomer protein complex, subunit beta 1
ENSG00000131143	COX4I1	COX4,COX4-1	cytochrome c oxidase subunit IV isoform 1
ENSG00000113742	CPEB4	KIAA1673	cytoplasmic polyadenylation element binding protein 4
ENSG00000178772	CPN2	ACBP	carboxypeptidase N, polypeptide 2
ENSG00000080819	CPOX	CPO,CPX,HCP	coproporphyrinogen oxidase
ENSG00000110090	CPT1A	CPT1,CPT1-L,L-CPT1	carnitine palmitoyltransferase 1A (liver)
ENSG00000118260	CREB1		cAMP responsive element binding protein 1
ENSG00000105662	CRTC1	FLJ14027,KIAA0616,MECT1,TORC1	CREB regulated transcription coactivator 1
ENSG00000008405	CRY1	PHLL1	cryptochrome 1 (photolyase-like)
ENSG00000109846	CRYAB	CRYA2,HSPB5	crystallin, alpha B
ENSG00000116791	CRYZ		crystallin, zeta (quinone reductase)
ENSG00000172346	CSDC2	PIPPin	cold shock domain containing C2, RNA binding
ENSG00000009307	CSDE1	D1S155E,UNR	cold shock domain containing E1, RNA-binding
ENSG00000103653	CSK		c-src tyrosine kinase
ENSG00000169118	CSNK1G1		casein kinase 1, gamma 1
ENSG00000204435	CSNK2B		Casein kinase II subunit beta (CK II beta)(Phosvitin)(Protein G5a)
ENSG00000101439	CST3		cystatin C
ENSG00000101811	CSTF2		cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa
ENSG00000212710	CTAGE1	CT21.1,CT21.2,CTAGE,cTAGE-1,cTAGE-2	cutaneous T-cell lymphoma-associated antigen 1
ENSG00000225932	CTAGE4	cTAGE-4,FLJ43692	CTAGE family, member 4
ENSG00000150527	CTAGE5	cTAGE-5A,cTAGE-5B,cTAGE-5C,cTAGE-5D,MEA6,MGEA,MGEA11,MGEA6	CTAGE family, member 5
ENSG00000244693	CTAGE8		CTAGE family, member 8
ENSG00000236761	CTAGE9		CTAGE family, member 9
ENSG00000118523	CTGF	CCN2,IGFBP8	connective tissue growth factor
ENSG00000066032	CTNNA2	CAP-R,CT114	catenin (cadherin-associated protein), alpha 2
ENSG00000132792	CTNNBL1	C20orf33,FLJ21108,NAP,NYD-SP19,P14,P14L	catenin, beta like 1
ENSG00000198561	CTNND1	CTNND,KIAA0384,p120,p120cas,p120ctn	catenin (cadherin-associated protein), delta 1
ENSG00000117984	CTSD	CLN10,CPSD	cathepsin D
ENSG00000196188	CTSE		cathepsin E
ENSG00000103811	CTSH	ACC-4,ACC-5,CPSB	cathepsin H
ENSG00000151792	CTSO	CTSO1	cathepsin O
ENSG00000036257	CUL3		cullin 3
ENSG00000158290	CUL4B		cullin 4B
ENSG00000166266	CUL5	VACM-1	cullin 5
ENSG00000086712	CXorf15	CXorf15,FIAT,FLJ11209,LSR5,MGC126621,MGC126625,TXLNG	taxilin gamma
ENSG00000102390	CXorf26	MGC874	chromosome X open reading frame 26
ENSG00000123575	CXorf39	CXorf39,FAM199X	family with sequence similarity 199, X-linked
ENSG00000008283	CYB561	FRRS2	cytochrome b-561
ENSG00000174151	CYB561D1	FLJ39035,FLJ44753	cytochrome b-561 domain containing 1
ENSG00000159348	CYB5R1	humb5R2,NQO3A2	cytochrome b5 reductase 1
ENSG00000065615	CYB5R4	b5+b5R,dJ676J13.1,NCB5OR	cytochrome b5 reductase 4
ENSG00000179091	CYC1	UQCR4	cytochrome c-1
ENSG00000172115	CYCS	HCS	cytochrome c, somatic
ENSG00000083799	CYLD	CYLD1,KIAA0849,USPL2	cylindromatosis (turban tumor syndrome)
ENSG00000138061	CYP1B1	CP1B,GLC3A	cytochrome P450, family 1, subfamily B, polypeptide 1
ENSG00000130649	CYP2E1	CYP2E	cytochrome P450, family 2, subfamily E, polypeptide 1
ENSG00000126733	DACH2		dachshund homolog 2 (Drosophila)
ENSG00000115866	DARS		aspartyl-tRNA synthetase
ENSG00000204209	DAXX	DAP6	death-domain associated protein
ENSG00000071626	DAZAP1	MGC19907	DAZ associated protein 1
ENSG00000136485	DCAF7	HAN11,SWAN-1,WDR68	DDB1 and CUL4 associated factor 7
ENSG00000169738	DCXR	DCR,KIDCR,SDR20C1	dicarbonyl/L-xylulose reductase
ENSG00000132437	DDC	AADC	dopa decarboxylase (aromatic L-amino acid decarboxylase)
ENSG00000085788	DDHD2	KIAA0725,SAMWD1	DDHD domain containing 2
ENSG00000198171	DDRGK1	C20orf116,dJ1187M17.3	DDRGK domain containing 1
ENSG00000178105	DDX10	HRH-J8	DEAD (Asp-Glu-Ala-Asp) box polypeptide 10
ENSG00000089737	DDX24		DEAD (Asp-Glu-Ala-Asp) box polypeptide 24
ENSG00000215301	DDX3X	DBX,DDX14,DDX3,HLP2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked
ENSG00000067048	DDX3Y	DBY	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked
ENSG00000184735	DDX53	CAGE,CT26	DEAD (Asp-Glu-Ala-Asp) box polypeptide 53
ENSG00000110367	DDX6	HLR2,RCK	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6
ENSG00000137145	DENND4C	bA513M16.3,C9orf55,C9orf55B,FLJ20686	DENN/MADD domain containing 4C
ENSG00000160049	DFFA	DFF-45,DFF1,DFF45,ICAD	DNA fragmentation factor, 45kDa, alpha polypeptide
ENSG00000100056	DGCR14	DGCR13,DGS-H,DGSI,ES2,Es2el	DiGeorge syndrome critical region gene 14
ENSG00000102967	DHODH		dihydroorotate dehydrogenase
ENSG00000167536	DHRS13	MGC23280,SDR7C5	dehydrogenase/reductase (SDR family) member 13
ENSG00000157326	DHRS4	FLJ11008,humNRDR,SCAD-SRL,SDR-SRL,SDR25C1	dehydrogenase/reductase (SDR family) member 4
ENSG00000225766	DHRS4L1		dehydrogenase/reductase (SDR family) member 4 like 1
ENSG00000109016	DHRS7B	CGI-93,DKFZp566O084,MGC8916,SDR32C1	dehydrogenase/reductase (SDR family) member 7B
ENSG00000184047	DIABLO	DIABLO-S,FLJ10537,FLJ25049,SMAC	diablo homolog (Drosophila)
ENSG00000147202	DIAPH2	DIA,DIA2,POF,POF2	diaphanous homolog 2 (Drosophila)
ENSG00000101191	DIDO1	BYE1,C20orf158,DATF1,DIO-1,DIO1,dJ885L7.8,FLJ11265,KIAA0333	death inducer-obliterator 1
ENSG00000075711	DLG1	dJ1061C18.1.1,DLGH1,hdlg,SAP-97,SAP97	discs, large homolog 1 (Drosophila)
ENSG00000119689	DLST	DLTS	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
ENSG00000198947	DMD	BMD,DXS142,DXS164,DXS206,DXS230,DXS239,DXS268,DXS269,DXS270,DXS272	dystrophin
ENSG00000090520	DNAJB11	EDJ,ERdj3,HEDJ	DnaJ (Hsp40) homolog, subfamily B, member 11
ENSG00000148719	DNAJB12	DJ10,FLJ20027	DnaJ (Hsp40) homolog, subfamily B, member 12
ENSG00000105993	DNAJB6	MRJ	DnaJ (Hsp40) homolog, subfamily B, member 6
ENSG00000172404	DNAJB7	HSC3	DnaJ (Hsp40) homolog, subfamily B, member 7
ENSG00000120675	DNAJC15	DNAJD1,MCJ	DnaJ (Hsp40) homolog, subfamily C, member 15
ENSG00000130816	DNMT1	CXXC9,DNMT,MCMT	DNA (cytosine-5-)-methyltransferase 1
ENSG00000119772	DNMT3A		DNA (cytosine-5-)-methyltransferase 3 alpha
ENSG00000179085	DPM3	MGC125904,MGC125905,MGC34275	dolichyl-phosphate mannosyltransferase polypeptide 3
ENSG00000176978	DPP7	DPPII	dipeptidyl-peptidase 7
ENSG00000074603	DPP8	DP8,DPRP1,FLJ14920,FLJ20283,MGC26191,MSTP141	dipeptidyl-peptidase 8
ENSG00000092964	DPYSL2	CRMP2,DHPRP2,DRP-2,DRP2	dihydropyrimidinase-like 2
ENSG00000113657	DPYSL3	CRMP4,DRP-3,ULIP	dihydropyrimidinase-like 3
ENSG00000185721	DRG1	NEDD3	developmentally regulated GTP binding protein 1
ENSG00000134760	DSG1	CDHF4,DSG	desmoglein 1
ENSG00000149636	DSN1	C20orf172,dJ469A13.2,hKNL-3,KNL3,MIS13	DSN1, MIND kinetochore complex component, homolog (S. cerevisiae)
ENSG00000081721	DUSP12	DUSP1,YVH1	dual specificity phosphatase 12
ENSG00000162999	DUSP19	DUSP17,SKRP1	dual specificity phosphatase 19
ENSG00000107404	DVL1	DVL1L1	dishevelled, dsh homolog 1 (Drosophila)-like 1
ENSG00000197102	DYNC1H1	DHC1,DNCH1,Dnchc1,DNCL,DNECL,HL-3,p22	dynein, cytoplasmic 1, heavy chain 1
ENSG00000165169	DYNLT3	TCTE1L,TCTEX1L	dynein, light chain, Tctex-type 3
ENSG00000145088	EAF2	BM040,TRAITS,U19	ELL associated factor 2
ENSG00000104823	ECH1	HPXEL	enoyl CoA hydratase 1, peroxisomal
ENSG00000151617	EDNRA		endothelin receptor type A
ENSG00000176927	EFCAB5	FLJ46247	EF-hand calcium binding domain 5
ENSG00000125266	EFNB2	EPLG5,Htk-L,HTKL,LERK5,MGC126226,MGC126227,MGC126228	ephrin-B2
ENSG00000132294	EFR3A	KIAA0143	EFR3 homolog A (S. cerevisiae)
ENSG00000173674	EIF1AX	eIF-1A,eIF-4C,EIF1A,EIF4C	eukaryotic translation initiation factor 1A, X-linked
ENSG00000198692	EIF1AY		eukaryotic translation initiation factor 1A, Y-linked
ENSG00000055332	EIF2AK2	EIF2AK1,PKR,PRKR	eukaryotic translation initiation factor 2-alpha kinase 2
ENSG00000119718	EIF2B2	EIF-2Bbeta,EIF2B	eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa
ENSG00000151247	EIF4E	EIF4E1,EIF4EL1,EIF4F	eukaryotic translation initiation factor 4E
ENSG00000187840	EIF4EBP1	4E-BP1,PHAS-I	eukaryotic translation initiation factor 4E binding protein 1
ENSG00000184708	EIF4ENIF1	2610509L04Rik,4E-T,Clast4,FLJ21601	eukaryotic translation initiation factor 4E nuclear import factor 1
ENSG00000110321	EIF4G2	DAP5,NAT1,p97	eukaryotic translation initiation factor 4 gamma, 2
ENSG00000075151	EIF4G3	eIF4GII	eukaryotic translation initiation factor 4 gamma, 3
ENSG00000100664	EIF5		eukaryotic translation initiation factor 5
ENSG00000066044	ELAVL1	Hua,HUR,MelG	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)
ENSG00000120690	ELF1		E74-like factor 1 (ets domain transcription factor)
ENSG00000115459	ELMOD3	FLJ21977,RBED1,RBM29	ELMO/CED-12 domain containing 3
ENSG00000134759	ELP2	FLJ10879,STATIP1,StIP	elongation protein 2 homolog (S. cerevisiae)
ENSG00000102119	EMD	LEMD5,STA	emerin
ENSG00000138080	EMILIN1	DKFZp586M121,gp115	elastin microfibril interfacer 1
ENSG00000149218	ENDOD1	KIAA0830	endonuclease domain containing 1
ENSG00000111405	ENDOU	P11,PP11,PRSS26	endonuclease, polyU-specific
ENSG00000111674	ENO2		enolase 2 (gamma, neuronal)
ENSG00000138185	ENTPD1	ATPDase,CD39,NTPDase-1	ectonucleoside triphosphate diphosphohydrolase 1
ENSG00000054179	ENTPD2	CD39L1,NTPDase-2	ectonucleoside triphosphate diphosphohydrolase 2
ENSG00000100393	EP300	KAT3B,p300	E1A binding protein p300
ENSG00000079819	EPB41L2	4.1-G	erythrocyte membrane protein band 4.1-like 2
ENSG00000120915	EPHX2		epoxide hydrolase 2, cytoplasmic
ENSG00000085832	EPS15	AF-1P,MLLT5	epidermal growth factor receptor pathway substrate 15
ENSG00000151491	EPS8		epidermal growth factor receptor pathway substrate 8
ENSG00000125991	ERGIC3	C20orf47,CGI-54,Erv46,NY-BR-84,PRO0989,SDBCAG84	ERGIC and golgi 3
ENSG00000086619	ERO1LB	ERO1-L(beta)	ERO1-like beta (S. cerevisiae)
ENSG00000023318	ERP44	KIAA0573,PDIA10,TXNDC4	endoplasmic reticulum protein 44
ENSG00000104413	ESRP1	FLJ20171,RBM35A	epithelial splicing regulatory protein 1
ENSG00000140374	ETFA	EMA,GA2,MADD	electron-transfer-flavoprotein, alpha polypeptide
ENSG00000105379	ETFB		electron-transfer-flavoprotein, beta polypeptide
ENSG00000134954	ETS1	ETS-1,EWSR2,FLJ10768	v-ets erythroblastosis virus E26 oncogene homolog 1 (avian)
ENSG00000175832	ETV4	E1A-F,E1AF	ets variant 4
ENSG00000139083	ETV6	TEL	ets variant 6
ENSG00000081177	EXD2	C14orf114,EXDL2,FLJ10738	exonuclease 3'-5' domain containing 2
ENSG00000164434	FABP7	B-FABP,BLBP	fatty acid binding protein 7, brain
ENSG00000168040	FADD	GIG3,MORT1	Fas (TNFRSF6)-associated via death domain
ENSG00000162894	FAIM3	TOSO	Fas apoptotic inhibitory molecule 3
ENSG00000177096	FAM109B	DKFZp686J07229	family with sequence similarity 109, member B
ENSG00000169122	FAM110B	C8orf72,MGC39325	family with sequence similarity 110, member B
ENSG00000156504	FAM122B	DKFZp686L20116,RP11-308B5.5	family with sequence similarity 122B
ENSG00000135842	FAM129A	C1orf24,GIG39,NIBAN	family with sequence similarity 129, member A
ENSG00000144369	FAM171B	FLJ34104,KIAA1946	family with sequence similarity 171, member B
ENSG00000160767	FAM189B	C1orf2,cote1	family with sequence similarity 189, member B
ENSG00000183662	FAM19A1	TAFA-1	family with sequence similarity 19 (chemokine (C-C motif)-like), member A1
ENSG00000154864	FAM38B	C18orf30,C18orf58,FAM38B2,FLJ23144,FLJ23403,FLJ34907,HsT748,HsT771	family with sequence similarity 38, member B
ENSG00000180488	FAM73A	FLJ35093	family with sequence similarity 73, member A
ENSG00000171262	FAM98B	FLJ38426	family with sequence similarity 98, member B
ENSG00000179115	FARSA	CML33,FARSL,FARSLA	phenylalanyl-tRNA synthetase, alpha subunit
ENSG00000162458	FBLIM1	CAL,FBLP-1,migfilin	filamin binding LIM protein 1
ENSG00000166147	FBN1	FBN,MASS,MFS1,OCTD,SGS,WMS	fibrillin 1
ENSG00000138081	FBXO11	FBX11,PRMT9,UBR6	F-box protein 11
ENSG00000156509	FBXO43	Fbx43	F-box protein 43
ENSG00000112029	FBXO5	EMI1,FBX5,Fbxo31	F-box protein 5
ENSG00000164117	FBXO8	FBS,FBX8	F-box protein 8
ENSG00000160752	FDPS		farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)
ENSG00000141965	FEM1A		fem-1 homolog a (C. elegans)
ENSG00000182511	FES	FPS	feline sarcoma oncogene
ENSG00000091483	FH	fumarase	fumarate hydratase
ENSG00000022267	FHL1	bA535K18.1,FHL1B,FLH1A,KYO-T,MGC111107,SLIM1,XMPMA	four and a half LIM domains 1
ENSG00000115641	FHL2	DRAL,SLIM3	four and a half LIM domains 2
ENSG00000135723	FHOD1	FHOS	formin homology 2 domain containing 1
ENSG00000198855	FICD	HIP13,HYPE	FIC domain containing
ENSG00000106080	FKBP14	FKBP22,FLJ20731	FK506 binding protein 14, 22 kDa
ENSG00000119321	FKBP15	KIAA0674	FK506 binding protein 15, 133kDa
ENSG00000100442	FKBP3	FKBP-25,PPIase	FK506 binding protein 3, 25kDa
ENSG00000004478	FKBP4	FKBP52,FKBP59	FK506 binding protein 4, 59kDa
ENSG00000096060	FKBP5	FKBP51,FKBP54,P54,PPIase,Ptg-10	FK506 binding protein 5
ENSG00000079150	FKBP7	FKBP23	FK506 binding protein 7
ENSG00000122642	FKBP9	FKBP60,FKBP63	FK506 binding protein 9, 63 kDa
ENSG00000177731	FLII	FLI,Fli1,FLIL,MGC39265	flightless I homolog (Drosophila)
ENSG00000196924	FLNA	ABP-280,FLN,FLN1,OPD1,OPD2	filamin A, alpha
ENSG00000136068	FLNB	ABP-278,FH1,FLN1L,TABP,TAP	filamin B, beta
ENSG00000128591	FLNC	ABP-280,ABPL,FLN2	filamin C, gamma
ENSG00000137312	FLOT1		Flotillin-1 
ENSG00000132589	FLOT2	ECS-1,ECS1,ESA,ESA1,M17S1	flotillin 2
ENSG00000102755	FLT1	FLT	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)
ENSG00000131781	FMO5		flavin containing monooxygenase 5
ENSG00000102531	FNDC3A	bA203I16.5,FNDC3,KIAA0970	fibronectin type III domain containing 3A
ENSG00000075420	FNDC3B	DKFZp762K137,FAD104,FLJ23399,PRO4979,YVTM2421	fibronectin type III domain containing 3B
ENSG00000143107	FNDC7	FLJ35838	fibronectin type III domain containing 7
ENSG00000170122	FOXD4	FKHL9,FOXD4a,FREAC5	forkhead box D4
ENSG00000184492	FOXD4L1	FOXD5	forkhead box D4-like 1
ENSG00000204828	FOXD4L2		forkhead box D4-like 2
ENSG00000187559	FOXD4L3	FOXD6	forkhead box D4-like 3
ENSG00000184659	FOXD4L4	bA460E7.2	forkhead box D4-like 4
ENSG00000204779	FOXD4L5	bA15J10.2	forkhead box D4-like 5
ENSG00000204793	FOXD4L6		forkhead box D4-like 6
ENSG00000129654	FOXJ1	FKHL13,HFH-4,HFH4	forkhead box J1
ENSG00000114861	FOXP1	12CC4,hFKH1B,HSPC215,QRF1	forkhead box P1
ENSG00000128573	FOXP2	CAGH44,SPCH1,TNRC10	forkhead box P2
ENSG00000171877	FRMD5	MGC14161	FERM domain containing 5
ENSG00000075618	FSCN1	FLJ38511,p55,SNL	fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus)
ENSG00000068438	FTSJ1	CDLIV,JM23,MRX44,MRX9,SPB1,TRM7	FtsJ homolog 1 (E. coli)
ENSG00000123689	G0S2		G0/G1switch 2
ENSG00000160211	G6PD	G6PD1	glucose-6-phosphate dehydrogenase
ENSG00000154727	GABPA	E4TF1-60,E4TF1A,NFT2,NRF2,NRF2A	GA binding protein transcription factor, alpha subunit 60kDa
ENSG00000151834	GABRA2		gamma-aminobutyric acid (GABA) A receptor, alpha 2
ENSG00000011677	GABRA3		gamma-aminobutyric acid (GABA) A receptor, alpha 3
ENSG00000094755	GABRP		gamma-aminobutyric acid (GABA) A receptor, pi
ENSG00000147402	GABRQ	THETA	gamma-aminobutyric acid (GABA) receptor, theta
ENSG00000136750	GAD2	GAD65	glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa)
ENSG00000178950	GAK		cyclin G associated kinase
ENSG00000115339	GALNT3	GalNAc-T3,HFTC,HHS	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)
ENSG00000136542	GALNT5		UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5)
ENSG00000139629	GALNT6		UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)
ENSG00000111640	GAPDH	GAPD	glyceraldehyde-3-phosphate dehydrogenase
ENSG00000175857	GAPT	C5orf29,FLJ33641	GRB2-binding adaptor protein, transmembrane
ENSG00000159131	GART	PGFT,PRGS	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
ENSG00000102145	GATA1	ERYF1,GATA-1,GF1,NFE1	GATA binding protein 1 (globin transcription factor 1)
ENSG00000179348	GATA2	NFE1B	GATA binding protein 2
ENSG00000143614	GATAD2B	P66beta	GATA zinc finger domain containing 2B
ENSG00000106633	GCK	HK4,MODY2	glucokinase (hexokinase 4)
ENSG00000104381	GDAP1		ganglioside-induced differentiation-associated protein 1
ENSG00000107623	GDF10	BMP-3b	growth differentiation factor 10
ENSG00000125965	GDF5	BMP14,CDMP1	growth differentiation factor 5
ENSG00000203879	GDI1	FLJ41411,GDIL,MRX41,MRX48,OPHN2,RABGDIA,XAP-4	GDP dissociation inhibitor 1
ENSG00000165678	GHITM	DERP2,HSPC282,My021,PTD010,TMBIM5	growth hormone inducible transmembrane protein
ENSG00000133574	GIMAP4	FLJ11110,HIMAP4,IMAP4	GTPase, IMAP family member 4
ENSG00000179144	GIMAP7	IAN7,MGC27027	GTPase, IMAP family member 7
ENSG00000171115	GIMAP8	DKFZp667I133,hIAN6	GTPase, IMAP family member 8
ENSG00000108262	GIT1		G protein-coupled receptor kinase interacting ArfGAP 1
ENSG00000152661	GJA1	CX43,GJAL,ODD,ODDD,ODOD,SDTY3	gap junction protein, alpha 1, 43kDa
ENSG00000143140	GJA5	CX40	gap junction protein, alpha 5, 40kDa
ENSG00000169562	GJB1	CMTX,CMTX1,CX32	gap junction protein, beta 1, 32kDa
ENSG00000106571	GLI3	ACLS,GCPS,PAP-A,PAPA,PAPA1,PAPB,PHS,PPDIV	GLI family zinc finger 3
ENSG00000174332	GLIS1	FLJ36155	GLIS family zinc finger 1
ENSG00000167699	GLOD4	C17orf25,CGI-150,HC71	glyoxalase domain containing 4
ENSG00000135821	GLUL	GLNS	glutamate-ammonia ligase
ENSG00000168237	GLYCTK	HBEBP2,HBEBP4	glycerate kinase
ENSG00000196743	GM2A	SAP-3	GM2 ganglioside activator
ENSG00000197045	GMFB	GMF	glia maturation factor, beta
ENSG00000130755	GMFG		glia maturation factor, gamma
ENSG00000114353	GNAI2	GIP,GNAI2B	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2
ENSG00000087460	GNAS	GNAS1,GNASXL,GPSA,NESP,NESP55,SCG6	GNAS complex locus
ENSG00000204628	GNB2L1	Gnb2-rs1,H12.3,RACK1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1
ENSG00000159921	GNE	IBM2,Uae1	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
ENSG00000186469	GNG2		guanine nucleotide binding protein (G protein), gamma 2
ENSG00000134697	GNL2	HUMAUANTIG,Ngp-1	guanine nucleotide binding protein-like 2 (nucleolar)
ENSG00000113552	GNPDA1	GNPDA,GNPI,GPI,HLN,KIAA0060	glucosamine-6-phosphate deaminase 1
ENSG00000163281	GNPDA2	SB52	glucosamine-6-phosphate deaminase 2
ENSG00000090581	GNPTG	C16orf27,c316G12.3,CAB56184,GNPTAG	N-acetylglucosamine-1-phosphate transferase, gamma subunit
ENSG00000136935	GOLGA1	golgin-97,MGC33154	golgin A1
ENSG00000173230	GOLGB1	GCP,GCP372,giantin,GOLIM1	golgin B1
ENSG00000135052	GOLM1	bA379P1.3,C9orf155,FLJ23608,GOLPH2,GP73	golgi membrane protein 1
ENSG00000125166	GOT2	KAT4,KATIV,mitAAT	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)
ENSG00000169347	GP2		glycoprotein 2 (zymogen granule membrane)
ENSG00000115159	GPD2		glycerol-3-phosphate dehydrogenase 2 (mitochondrial)
ENSG00000171723	GPHN	KIAA1385	gephyrin
ENSG00000105220	GPI	AMF,NLK	glucose-6-phosphate isomerase
ENSG00000068394	GPKOW	GPATC5,GPATCH5,Spp2,T54	G patch domain and KOW motifs
ENSG00000173890	GPR160	GPCR1,GPCR150	G protein-coupled receptor 160
ENSG00000013588	GPRC5A	GPCR5A,RAI3,RAIG1	G protein-coupled receptor, family C, group 5, member A
ENSG00000167191	GPRC5B	RAIG-2	G protein-coupled receptor, family C, group 5, member B
ENSG00000121957	GPSM2	LGN,Pins	G-protein signaling modulator 2 (AGS3-like, C. elegans)
ENSG00000248852	GRAMD1A	FLJ90346,KIAA1533	GRAM domain containing 1A
ENSG00000250246	GRAMD1A	FLJ90346,KIAA1533	GRAM domain containing 1A
ENSG00000155324	GRAMD3	FLJ21313,NS3TP2	GRAM domain containing 3
ENSG00000100351	GRAP2	GADS,GRBLG,GrbX,Grf40,Mona	GRB2-related adaptor protein 2
ENSG00000196208	GREB1	KIAA0575	growth regulation by estrogen in breast cancer 1
ENSG00000134317	GRHL1	LBP-32,MGR,TFCP2L2	grainyhead-like 1 (Drosophila)
ENSG00000030582	GRN	PCDGF,PGRN	granulin
ENSG00000164284	GRPEL2	DKFZp451C205,FLJ23713,Mt-GrpE#2	GrpE-like 2, mitochondrial (E. coli)
ENSG00000167914	GSDMA	FLJ39120,GSDM,GSDM1	gasdermin A
ENSG00000147697	GSDMC	MLZE	gasdermin C
ENSG00000169181	GSG1L	KTSR5831,MGC18079,PRO19651	GSG1-like
ENSG00000177602	GSG2	haspin	germ cell associated 2 (haspin)
ENSG00000105723	GSK3A		glycogen synthase kinase 3 alpha
ENSG00000148180	GSN	DKFZp313L0718	gelsolin
ENSG00000165417	GTF2A1	TFIIA	general transcription factor IIA, 1, 19/37kDa
ENSG00000153767	GTF2E1	FE,TFIIE-A	general transcription factor IIE, polypeptide 1, alpha 56kDa
ENSG00000197265	GTF2E2	FE,TF2E2,TFIIE-B	general transcription factor IIE, polypeptide 2, beta 34kDa
ENSG00000122034	GTF3A	AP2,TFIIIA	general transcription factor IIIA
